CookerStat, GenerateAssetRegistry=0.026301, Initialize=0.106666, RunGuid=RunID072A143E4E92371944DCB7B6221C7373
DDCTransactionId47C91C444C87AF1C3DA4E5AF63B222A0_0, PutCachedData=, CacheKey=NavCollision_B89838347A4348138EE337A847529C5C_NavCollision_X_5825715B42E8653F6__8CE0297E6672ADD712E24F939CE21599B972B255, StartTime=2016.05.31-19.28.50, HierarchicalDDC=, DataSize=3073, Duration=3.506854, RunGuid=RunID072A143E4E92371944DCB7B6221C7373
SavePackageTransactionId1ED264B940519AAD42D89E9870BBA69A_0, Filename=../../../../../../Documents/Developer/Unreal Engine Projects/Under Development/Bouturon/Content/Mannequin/Character/Mesh/SK_Mannequin_Skeleton.uasset, AutoPackageBackupDelegate=0.060786, FlushAsyncLoading=0.002924, FlushStreamingFunc=0.600256, BlockTillAllRequestsFinished=0.004675, ResetLoadersForSaveUnMarkAllObjects=0.211582, TagPackageExports=0.021625, BeginCacheForCookedPlatformData=0.000879, SerializeImports=0.251323, GatherLocalizableTextData=0.074230, MarkNames=0.004090, SerializeSummary=0.008475, SerializeNames=0.044420, SerializeGatherableTextData=0.000875, BuildExportMap=0.007600, SortExportsNonSeekfree=0.003800, SortExportsSeekfreeConstructor=0.042956, SortExportsSeekfreeInner=0.064295, SortExportsSeekfree=0.001460, BuildDependencyMap=0.004675, SerializeImportMap=0.004385, SerializeExportMap=0.002921, SerializeDependencyMap=0.000879, SerializeStringAssetReferenceMap=0.002045, SaveThumbNailsAssetRegistryDataWorldLevelInfo=0.021916, SerializeExports=0.272952, SerializeBulkData=0.008181, MoveFile=1.995113, UnaccountedTime=0.716273, RunGuid=RunID072A143E4E92371944DCB7B6221C7373
SavePackageTransactionId1ED264B940519AAD42D89E9870BBA69A_20, Filename=../../../../../../Documents/Developer/Unreal Engine Projects/Under Development/Bouturon/Content/Mannequin/Character/Materials/M_UE4Man_Body.uasset, AutoPackageBackupDelegate=0.045005, FlushAsyncLoading=0.001755, FlushStreamingFunc=0.077736, BlockTillAllRequestsFinished=0.002336, ResetLoadersForSaveUnMarkAllObjects=0.080075, TagPackageExports=0.084750, BeginCacheForCookedPlatformData=0.000585, SerializeImports=0.332564, GatherLocalizableTextData=1.154341, MarkNames=0.010815, SerializeSummary=0.006136, SerializeNames=0.062250, SerializeGatherableTextData=0.068676, BuildExportMap=0.046171, SortExportsNonSeekfree=0.039455, SortExportsSeekfreeConstructor=0.005841, SortExportsSeekfreeInner=0.406213, SortExportsSeekfree=0.001755, BuildDependencyMap=0.010520, SerializeImportMap=0.004970, SerializeExportMap=0.004381, SerializeDependencyMap=0.001460, SerializeStringAssetReferenceMap=0.000875, SaveThumbNailsAssetRegistryDataWorldLevelInfo=6.643157, SerializeExports=1.215711, SerializeBulkData=0.002630, MoveFile=2.162270, UnaccountedTime=0.607856, RunGuid=RunID072A143E4E92371944DCB7B6221C7373
SavePackageTransactionId1ED264B940519AAD42D89E9870BBA69A_21, Filename=../../../../../../Documents/Developer/Unreal Engine Projects/Under Development/Bouturon/Content/Mannequin/Character/Textures/UE4Man_Logo_N.uasset, AutoPackageBackupDelegate=0.046175, FlushAsyncLoading=0.001751, FlushStreamingFunc=0.054359, BlockTillAllRequestsFinished=0.002336, ResetLoadersForSaveUnMarkAllObjects=0.081826, TagPackageExports=0.012569, BeginCacheForCookedPlatformData=0.000875, SerializeImports=0.202227, GatherLocalizableTextData=0.035070, MarkNames=0.002630, SerializeSummary=0.005554, SerializeNames=0.018995, SerializeGatherableTextData=0.000585, BuildExportMap=0.007890, SortExportsNonSeekfree=0.003215, SortExportsSeekfreeConstructor=0.004675, SortExportsSeekfreeInner=0.072181, SortExportsSeekfree=0.001170, BuildDependencyMap=0.003215, SerializeImportMap=0.006139, SerializeExportMap=0.002921, SerializeDependencyMap=0.000585, SerializeStringAssetReferenceMap=0.002339, SaveThumbNailsAssetRegistryDataWorldLevelInfo=3.008004, SerializeExports=0.052020, SerializeBulkData=3.430583, MoveFile=2.426162, UnaccountedTime=0.593826, RunGuid=RunID072A143E4E92371944DCB7B6221C7373
SavePackageTransactionId1ED264B940519AAD42D89E9870BBA69A_22, Filename=../../../../../../Documents/Developer/Unreal Engine Projects/Under Development/Bouturon/Content/Mannequin/Character/Materials/M_UE4Man_ChestLogo.uasset, AutoPackageBackupDelegate=0.049096, FlushAsyncLoading=0.001751, FlushStreamingFunc=0.060786, BlockTillAllRequestsFinished=0.002339, ResetLoadersForSaveUnMarkAllObjects=0.082411, TagPackageExports=0.011399, BeginCacheForCookedPlatformData=0.000585, SerializeImports=0.215087, GatherLocalizableTextData=0.043541, MarkNames=0.003509, SerializeSummary=0.006136, SerializeNames=0.023965, SerializeGatherableTextData=0.000875, BuildExportMap=0.012275, SortExportsNonSeekfree=0.004381, SortExportsSeekfreeConstructor=0.004385, SortExportsSeekfreeInner=0.235543, SortExportsSeekfree=0.001464, BuildDependencyMap=0.003505, SerializeImportMap=0.003505, SerializeExportMap=0.002924, SerializeDependencyMap=0.000585, SerializeStringAssetReferenceMap=0.001166, SaveThumbNailsAssetRegistryDataWorldLevelInfo=6.256234, SerializeExports=0.060786, SerializeBulkData=0.002339, MoveFile=2.112590, UnaccountedTime=0.581846, RunGuid=RunID072A143E4E92371944DCB7B6221C7373
SavePackageTransactionId1ED264B940519AAD42D89E9870BBA69A_23, Filename=../../../../../../Documents/Developer/Unreal Engine Projects/Under Development/Bouturon/Content/Mannequin/Character/Mesh/SK_Mannequin.uasset, AutoPackageBackupDelegate=0.047050, FlushAsyncLoading=0.003796, FlushStreamingFunc=0.026595, BlockTillAllRequestsFinished=0.003509, ResetLoadersForSaveUnMarkAllObjects=0.089422, TagPackageExports=1.031600, BeginCacheForCookedPlatformData=0.000875, SerializeImports=1.251072, GatherLocalizableTextData=0.307437, MarkNames=0.004675, SerializeSummary=0.006720, SerializeNames=0.063125, SerializeGatherableTextData=0.000875, BuildExportMap=0.015780, SortExportsNonSeekfree=0.004385, SortExportsSeekfreeConstructor=0.004381, SortExportsSeekfreeInner=1.317117, SortExportsSeekfree=0.001755, BuildDependencyMap=0.004385, SerializeImportMap=0.006136, SerializeExportMap=0.004090, SerializeDependencyMap=0.000875, SerializeStringAssetReferenceMap=0.000585, SaveThumbNailsAssetRegistryDataWorldLevelInfo=6.116252, SerializeExports=4.204139, SerializeBulkData=0.082411, MoveFile=1.948938, UnaccountedTime=0.629771, RunGuid=RunID072A143E4E92371944DCB7B6221C7373
SavePackageTransactionId1ED264B940519AAD42D89E9870BBA69A_24, Filename=../../../../../../Documents/Developer/Unreal Engine Projects/Under Development/Bouturon/Content/Mannequin/Animations/ThirdPerson_Jump.uasset, AutoPackageBackupDelegate=0.046466, FlushAsyncLoading=0.001755, FlushStreamingFunc=0.054941, BlockTillAllRequestsFinished=0.002339, ResetLoadersForSaveUnMarkAllObjects=0.082411, TagPackageExports=0.042666, BeginCacheForCookedPlatformData=0.000879, SerializeImports=0.238463, GatherLocalizableTextData=0.296038, MarkNames=0.003800, SerializeSummary=0.006136, SerializeNames=0.048514, SerializeGatherableTextData=0.000875, BuildExportMap=0.012275, SortExportsNonSeekfree=0.005845, SortExportsSeekfreeConstructor=0.004090, SortExportsSeekfreeInner=0.218887, SortExportsSeekfree=0.001460, BuildDependencyMap=0.004385, SerializeImportMap=0.004966, SerializeExportMap=0.003215, SerializeDependencyMap=0.000875, SerializeStringAssetReferenceMap=0.000879, SaveThumbNailsAssetRegistryDataWorldLevelInfo=5.902331, SerializeExports=0.275582, SerializeBulkData=0.003215, MoveFile=1.995988, UnaccountedTime=0.596456, RunGuid=RunID072A143E4E92371944DCB7B6221C7373
SavePackageTransactionId1ED264B940519AAD42D89E9870BBA69A_25, Filename=../../../../../../Documents/Developer/Unreal Engine Projects/Under Development/Bouturon/Content/Mannequin/Character/Mesh/SK_Mannequin_PhysicsAsset.uasset, AutoPackageBackupDelegate=0.044420, FlushAsyncLoading=0.001460, FlushStreamingFunc=0.037115, BlockTillAllRequestsFinished=0.003215, ResetLoadersForSaveUnMarkAllObjects=0.089426, TagPackageExports=0.006430, BeginCacheForCookedPlatformData=0.000879, SerializeImports=0.201058, GatherLocalizableTextData=0.009935, MarkNames=0.002924, SerializeSummary=0.005260, SerializeNames=0.007600, SerializeGatherableTextData=0.000875, BuildExportMap=0.006430, SortExportsNonSeekfree=0.002336, SortExportsSeekfreeConstructor=0.004970, SortExportsSeekfreeInner=0.017535, SortExportsSeekfree=0.001170, BuildDependencyMap=0.002921, SerializeImportMap=0.002924, SerializeExportMap=0.002336, SerializeDependencyMap=0.000585, SerializeStringAssetReferenceMap=0.001170, SaveThumbNailsAssetRegistryDataWorldLevelInfo=0.016365, SerializeExports=0.048801, SerializeBulkData=0.002630, MoveFile=1.817137, UnaccountedTime=0.643510, RunGuid=RunID072A143E4E92371944DCB7B6221C7373
SavePackageTransactionId1ED264B940519AAD42D89E9870BBA69A_26, Filename=../../../../../../Documents/Developer/Unreal Engine Projects/Under Development/Bouturon/Content/Blueprints/RunCharacter.uasset, AutoPackageBackupDelegate=3.766950, FlushAsyncLoading=0.006136, FlushStreamingFunc=0.031855, BlockTillAllRequestsFinished=0.004094, ResetLoadersForSaveUnMarkAllObjects=0.250448, TagPackageExports=14.087338, BeginCacheForCookedPlatformData=0.003800, SerializeImports=15.060492, GatherLocalizableTextData=13.325181, MarkNames=0.107836, SerializeSummary=0.011399, SerializeNames=0.275578, SerializeGatherableTextData=0.127126, BuildExportMap=0.241093, SortExportsNonSeekfree=2.755806, SortExportsSeekfreeConstructor=0.045590, SortExportsSeekfreeInner=21.002277, SortExportsSeekfree=0.005260, BuildDependencyMap=0.136767, SerializeImportMap=0.018410, SerializeExportMap=0.078611, SerializeDependencyMap=0.016365, SerializeStringAssetReferenceMap=0.001460, SaveThumbNailsAssetRegistryDataWorldLevelInfo=7.928420, SerializeExports=19.393803, SerializeBulkData=0.006720, MoveFile=2.198215, UnaccountedTime=0.142030, RunGuid=RunID072A143E4E92371944DCB7B6221C7373
SavePackageTransactionId1ED264B940519AAD42D89E9870BBA69A_27, Filename=../../../../../../Documents/Developer/Unreal Engine Projects/Under Development/Bouturon/Content/Blueprints/RunCharacter.uasset, AutoPackageBackupDelegate=1.473755, FlushAsyncLoading=0.002630, FlushStreamingFunc=0.041500, BlockTillAllRequestsFinished=0.003800, ResetLoadersForSaveUnMarkAllObjects=0.094101, TagPackageExports=13.778444, BeginCacheForCookedPlatformData=0.003800, SerializeImports=14.689639, GatherLocalizableTextData=13.399120, MarkNames=0.104621, SerializeSummary=0.014026, SerializeNames=0.266232, SerializeGatherableTextData=0.118647, BuildExportMap=0.241097, SortExportsNonSeekfree=2.716646, SortExportsSeekfreeConstructor=0.006720, SortExportsSeekfreeInner=20.819336, SortExportsSeekfree=0.004679, BuildDependencyMap=0.131212, SerializeImportMap=0.016950, SerializeExportMap=0.078026, SerializeDependencyMap=0.014614, SerializeStringAssetReferenceMap=0.000875, SaveThumbNailsAssetRegistryDataWorldLevelInfo=1.778267, SerializeExports=18.070545, SerializeBulkData=0.006430, MoveFile=2.218090, UnaccountedTime=0.150211, RunGuid=RunID072A143E4E92371944DCB7B6221C7373
DDCTransactionId47C91C444C87AF1C3DA4E5AF63B222A0_1, PutCachedData=, CacheKey=MATSM_4F0644619F9C48FF91E0D494C95EB050_PCD3D_SM5_5__BC5N_DEV_SL_NoDBuf_EARLYZ3__6BE663ACC95FEF918FED1A3A68E359072CF32A9F, StartTime=2016.05.31-19.36.58, HierarchicalDDC=, DataSize=162347, Duration=3.830071, RunGuid=RunID072A143E4E92371944DCB7B6221C7373
DDCTransactionIdE4424EDC4FAD22BD2C5F75A5C736B101_0, PutCachedData=, CacheKey=MATSM_4F0644619F9C48FF91E0D494C95EB050_PCD3D_SM5_5__BC5N_DEV_SL_NoDBuf_EARLYZ3__1877485633540F84D797B41ACDBA112ED4A9AB42, StartTime=2016.05.31-19.36.59, HierarchicalDDC=, DataSize=154261, Duration=2.742365, RunGuid=RunID072A143E4E92371944DCB7B6221C7373
DDCTransactionId47C91C444C87AF1C3DA4E5AF63B222A0_2, PutCachedData=, CacheKey=MATSM_4F0644619F9C48FF91E0D494C95EB050_PCD3D_SM5_5__BC5N_DEV_SL_NoDBuf_EARLYZ3__2ECA9E8FCDB2F127D3427FB2C042C313C0F1386E, StartTime=2016.05.31-19.37.01, HierarchicalDDC=, DataSize=154261, Duration=2.799057, RunGuid=RunID072A143E4E92371944DCB7B6221C7373
DDCTransactionIdE4424EDC4FAD22BD2C5F75A5C736B101_1, PutCachedData=, CacheKey=MATSM_4F0644619F9C48FF91E0D494C95EB050_PCD3D_SM5_5__BC5N_DEV_SL_NoDBuf_EARLYZ3__7BA5C3835ABE5471341033394E045DFDBB736D2D, StartTime=2016.05.31-19.37.03, HierarchicalDDC=, DataSize=161692, Duration=7.946249, RunGuid=RunID072A143E4E92371944DCB7B6221C7373
MaterialTransactionId0DEC851C44FFE87337F7E58E24C427EE_4, CacheKey=MATSM_4F0644619F9C48FF91E0D494C95EB050_PCD3D_SM5_5__BC5N_DEV_SL_NoDBuf_EARLYZ3DBB935C148ADE815ACA479B023D91D77_Num_SM5__0___TShadowDepthVSForGSVertexShadowDepth_PerspectiveCorrecttrue4B45B91074D2CFA7ACE4DE03393192218069847A170422422222222222222222222222422222222222222222222222222222222222222222242444444444022222222222222222222224444222222222222222222222222222222124022222222222222222222020040440000001400000014000000140000001400000014000000_TBasePassVSFCachedPointIndirectLightingPolicyAtmosphericFog8B18AAF8F9198748E9489BA6EBEFA581D907D7CD2094224222222222222222222222224222222222222222222222222222222222222222222424444444440222222222222222222222244442222222222222222222222222222221240222224222222222222222222222222222222222222222222222222222222000044040000001400000014000000140000001400000014000000_TBasePassPSTDistanceFieldShadowsAndLightMapPolicyHQSkylight8B95D470BB4BF92A5C22A48B60B9DA18A2BE42522144224222222222222222222222224222222222222222222222222222222222222222222424444444440222222222222222222222244442222222222222222222222222222221240222224222222222222222222222222222222222222222222222222222222222202004044001400000014000000140000001400000014000000_TShadowDepthPSPixelShadowDepth_NonPerspectiveCorrecttrueCAB07D2D95B9FDBA4D93434B857B7D78E9EF61F717742242222222222222222222222242222222222222222222222222222222222222222224244444444402222222222222222222222444422222222222222222222222222222212402222222222222222222222222222000044040000001400000014000000140000001400000014000000_TShadowDepthVSVertexShadowDepth_PerspectiveCorrecttrue4B45B91074D2CFA7ACE4DE03393192218069847A170422422222222222222222222222422222222222222222222222222222222222222222242444444444022222222222222222222224444222222222222222222222222222222124022222222222222222222020040440000001400000014000000140000001400000014000000_TShadowDepthPSPixelShadowDepth_PerspectiveCorrecttrueCAB07D2D95B9FDBA4D93434B857B7D78E9EF61F717742242222222222222222222222242222222222222222222222222222222222222222224244444444402222222222222222222222444422222222222222222222222222222212402222222222222222222222222222000044040000001400000014000000140000001400000014000000_TBasePassPSFCachedPointIndirectLightingPolicySkylight8B95D470BB4BF92A5C22A48B60B9DA18A2BE42522144224222222222222222222222224222222222222222222222222222222222222222222424444444440222222222222222222222244442222222222222222222222222222221240222224222222222222222222222222222222222222222222222222222222222202004044001400000014000000140000001400000014000000_TShadowDepthVSForGSVertexShadowDepth_OutputDepthtrue4B45B91074D2CFA7ACE4DE03393192218069847A170422422222222222222222222222422222222222222222222222222222222222222222242444444444022222222222222222222224444222222222222222222222222222222124022222222222222222222020040440000001400000014000000140000001400000014000000_TShadowDepthPSPixelShadowDepth_OnePassPointLighttrueCAB07D2D95B9FDBA4D93434B857B7D78E9EF61F717742242222222222222222222222242222222222222222222222222222222222222222224244444444402222222222222222222222444422222222222222222222222222222212402222222222222222222222222222000044040000001400000014000000140000001400000014000000_TBasePassPSTDistanceFieldShadowsAndLightMapPolicyHQ8B95D470BB4BF92A5C22A48B60B9DA18A2BE42522144224222222222222222222222224222222222222222222222222222222222222222222424444444440222222222222222222222244442222222222222222222222222222221240222224222222222222222222222222222222222222222222222222222222222202004044001400000014000000140000001400000014000000_TShadowDepthVSVertexShadowDepth_OutputDepthtrue4B45B91074D2CFA7ACE4DE03393192218069847A170422422222222222222222222222422222222222222222222222222222222222222222242444444444022222222222222222222224444222222222222222222222222222222124022222222222222222222020040440000001400000014000000140000001400000014000000_TBasePassVSFCachedPointIndirectLightingPolicy8B18AAF8F9198748E9489BA6EBEFA581D907D7CD2094224222222222222222222222224222222222222222222222222222222222222222222424444444440222222222222222222222244442222222222222222222222222222221240222224222222222222222222222222222222222222222222222222222222000044040000001400000014000000140000001400000014000000_TBasePassPSFCachedPointIndirectLightingPolicy8B95D470BB4BF92A5C22A48B60B9DA18A2BE42522144224222222222222222222222224222222222222222222222222222222222222222222424444444440222222222222222222222244442222222222222222222222222222221240222224222222222222222222222222222222222222222222222222222222222202004044001400000014000000140000001400000014000000_TBasePassVSFNoLightMapPolicyAtmosphericFog8B18AAF8F9198748E9489BA6EBEFA581D907D7CD2094224222222222222222222222224222222222222222222222222222222222222222222424444444440222222222222222222222244442222222222222222222222222222221240222224222222222222222222222222222222222222222222222222222222000044040000001400000014000000140000001400000014000000_TBasePassPSFNoLightMapPolicySkylight8B95D470BB4BF92A5C22A48B60B9DA18A2BE42522144224222222222222222222222224222222222222222222222222222222222222222222424444444440222222222222222222222244442222222222222222222222222222221240222224222222222222222222222222222222222222222222222222222222222202004044001400000014000000140000001400000014000000_TBasePassVSFNoLightMapPolicy8B18AAF8F9198748E9489BA6EBEFA581D907D7CD2094224222222222222222222222224222222222222222222222222222222222222222222424444444440222222222222222222222244442222222222222222222222222222221240222224222222222222222222222222222222222222222222222222222222000044040000001400000014000000140000001400000014000000_TBasePassPSFNoLightMapPolicy8B95D470BB4BF92A5C22A48B60B9DA18A2BE42522144224222222222222222222222224222222222222222222222222222222222222222222424444444440222222222222222222222244442222222222222222222222222222221240222224222222222222222222222222222222222222222222222222222222222202004044001400000014000000140000001400000014000000_FLocalVertexFactory5897CEF715AB93237703E35F9ABEBB43E8E477D3422420000000006400004040404040404040404043434344444343434340404040404040404040434343404040404404040404040404040404040434343444443434343404040404040404040404343434040401610101010100042424444444444444442414141434141414141313141414144434144404444444444444441414141414141414143414341414141414141414141413131444441424144444441410101000444341434141414144444443434143444444440444444444444444444444444444444444444444444444444444444444444444444444444440401010101010101010101010101010101010101010101010121044343434344414444444444444444010101010101010101010101010130143414342414141424441413033131314144444444004444443432121414141414141414141414140223414141414141414141250000001000000010000000100000001000000010000000100000001000000010000000100000001000000010000000100000001000000010000000100000001000000010000000100000001000000010000000100000001000000010000000100000001000000025000000100000001000000010000000100000001000000010000000100000001000000010000000100000001000000010000000100000001000000010000000100000001000000010000000100000001000000010000000100000001000000010000000100000000800000008000000080000000800000008000000080000004900000010000000090000000800000010000000100000001000000026000000180000000900000009000000090000000900000009000000090000000900000009000000090000000900000009000000090000000900000009000000090000000900000009000000090000000800000008000000080000000800000008000000080000001C00000009000000090000000900000009000000090000000900000009000000080000000800000008000000080000000800000008000000080000000D0000000800000013000000100000000A000000DA39A3EE5E6B4B0D3255BFEF95601890AFD807090000000000000000000000000000000000000000, RunGuid=RunID072A143E4E92371944DCB7B6221C7373
MaterialTransactionId0DEC851C44FFE87337F7E58E24C427EE_5, CacheKey=MATSM_4F0644619F9C48FF91E0D494C95EB050_PCD3D_SM5_5__BC5N_DEV_SL_NoDBuf_EARLYZ3DC32E9EA4E85347793EDA68D363929EF_Num_SM5__0___TShadowDepthVSForGSVertexShadowDepth_PerspectiveCorrecttrue4B45B91074D2CFA7ACE4DE03393192218069847A170422422222222222222222222222422222222222222222222222222222222222222222242444444444022222222222222222222224444222222222222222222222222222222124022222222222222222222020040440000001400000014000000140000001400000014000000_TBasePassVSFCachedPointIndirectLightingPolicyAtmosphericFog8B18AAF8F9198748E9489BA6EBEFA581D907D7CD2094224222222222222222222222224222222222222222222222222222222222222222222424444444440222222222222222222222244442222222222222222222222222222221240222224222222222222222222222222222222222222222222222222222222000044040000001400000014000000140000001400000014000000_TBasePassPSTDistanceFieldShadowsAndLightMapPolicyHQSkylight8B95D470BB4BF92A5C22A48B60B9DA18A2BE42522144224222222222222222222222224222222222222222222222222222222222222222222424444444440222222222222222222222244442222222222222222222222222222221240222224222222222222222222222222222222222222222222222222222222222202004044001400000014000000140000001400000014000000_TShadowDepthPSPixelShadowDepth_NonPerspectiveCorrecttrueCAB07D2D95B9FDBA4D93434B857B7D78E9EF61F717742242222222222222222222222242222222222222222222222222222222222222222224244444444402222222222222222222222444422222222222222222222222222222212402222222222222222222222222222000044040000001400000014000000140000001400000014000000_TShadowDepthVSVertexShadowDepth_PerspectiveCorrecttrue4B45B91074D2CFA7ACE4DE03393192218069847A170422422222222222222222222222422222222222222222222222222222222222222222242444444444022222222222222222222224444222222222222222222222222222222124022222222222222222222020040440000001400000014000000140000001400000014000000_TShadowDepthPSPixelShadowDepth_PerspectiveCorrecttrueCAB07D2D95B9FDBA4D93434B857B7D78E9EF61F717742242222222222222222222222242222222222222222222222222222222222222222224244444444402222222222222222222222444422222222222222222222222222222212402222222222222222222222222222000044040000001400000014000000140000001400000014000000_TBasePassPSFCachedPointIndirectLightingPolicySkylight8B95D470BB4BF92A5C22A48B60B9DA18A2BE42522144224222222222222222222222224222222222222222222222222222222222222222222424444444440222222222222222222222244442222222222222222222222222222221240222224222222222222222222222222222222222222222222222222222222222202004044001400000014000000140000001400000014000000_TShadowDepthVSForGSVertexShadowDepth_OutputDepthtrue4B45B91074D2CFA7ACE4DE03393192218069847A170422422222222222222222222222422222222222222222222222222222222222222222242444444444022222222222222222222224444222222222222222222222222222222124022222222222222222222020040440000001400000014000000140000001400000014000000_TShadowDepthPSPixelShadowDepth_OnePassPointLighttrueCAB07D2D95B9FDBA4D93434B857B7D78E9EF61F717742242222222222222222222222242222222222222222222222222222222222222222224244444444402222222222222222222222444422222222222222222222222222222212402222222222222222222222222222000044040000001400000014000000140000001400000014000000_TBasePassPSTDistanceFieldShadowsAndLightMapPolicyHQ8B95D470BB4BF92A5C22A48B60B9DA18A2BE42522144224222222222222222222222224222222222222222222222222222222222222222222424444444440222222222222222222222244442222222222222222222222222222221240222224222222222222222222222222222222222222222222222222222222222202004044001400000014000000140000001400000014000000_TShadowDepthVSVertexShadowDepth_OutputDepthtrue4B45B91074D2CFA7ACE4DE03393192218069847A170422422222222222222222222222422222222222222222222222222222222222222222242444444444022222222222222222222224444222222222222222222222222222222124022222222222222222222020040440000001400000014000000140000001400000014000000_TBasePassVSFCachedPointIndirectLightingPolicy8B18AAF8F9198748E9489BA6EBEFA581D907D7CD2094224222222222222222222222224222222222222222222222222222222222222222222424444444440222222222222222222222244442222222222222222222222222222221240222224222222222222222222222222222222222222222222222222222222000044040000001400000014000000140000001400000014000000_TBasePassPSFCachedPointIndirectLightingPolicy8B95D470BB4BF92A5C22A48B60B9DA18A2BE42522144224222222222222222222222224222222222222222222222222222222222222222222424444444440222222222222222222222244442222222222222222222222222222221240222224222222222222222222222222222222222222222222222222222222222202004044001400000014000000140000001400000014000000_TBasePassVSFNoLightMapPolicyAtmosphericFog8B18AAF8F9198748E9489BA6EBEFA581D907D7CD2094224222222222222222222222224222222222222222222222222222222222222222222424444444440222222222222222222222244442222222222222222222222222222221240222224222222222222222222222222222222222222222222222222222222000044040000001400000014000000140000001400000014000000_TBasePassPSFNoLightMapPolicySkylight8B95D470BB4BF92A5C22A48B60B9DA18A2BE42522144224222222222222222222222224222222222222222222222222222222222222222222424444444440222222222222222222222244442222222222222222222222222222221240222224222222222222222222222222222222222222222222222222222222222202004044001400000014000000140000001400000014000000_TBasePassVSFNoLightMapPolicy8B18AAF8F9198748E9489BA6EBEFA581D907D7CD2094224222222222222222222222224222222222222222222222222222222222222222222424444444440222222222222222222222244442222222222222222222222222222221240222224222222222222222222222222222222222222222222222222222222000044040000001400000014000000140000001400000014000000_TBasePassPSFNoLightMapPolicy8B95D470BB4BF92A5C22A48B60B9DA18A2BE42522144224222222222222222222222224222222222222222222222222222222222222222222424444444440222222222222222222222244442222222222222222222222222222221240222224222222222222222222222222222222222222222222222222222222222202004044001400000014000000140000001400000014000000_FLocalVertexFactory5897CEF715AB93237703E35F9ABEBB43E8E477D3422420000000006400004040404040404040404043434344444343434340404040404040404040434343404040404404040404040404040404040434343444443434343404040404040404040404343434040401610101010100042424444444444444442414141434141414141313141414144434144404444444444444441414141414141414143414341414141414141414141413131444441424144444441410101000444341434141414144444443434143444444440444444444444444444444444444444444444444444444444444444444444444444444444440401010101010101010101010101010101010101010101010121044343434344414444444444444444010101010101010101010101010130143414342414141424441413033131314144444444004444443432121414141414141414141414140223414141414141414141250000001000000010000000100000001000000010000000100000001000000010000000100000001000000010000000100000001000000010000000100000001000000010000000100000001000000010000000100000001000000010000000100000001000000025000000100000001000000010000000100000001000000010000000100000001000000010000000100000001000000010000000100000001000000010000000100000001000000010000000100000001000000010000000100000001000000010000000100000000800000008000000080000000800000008000000080000004900000010000000090000000800000010000000100000001000000026000000180000000900000009000000090000000900000009000000090000000900000009000000090000000900000009000000090000000900000009000000090000000900000009000000090000000800000008000000080000000800000008000000080000001C00000009000000090000000900000009000000090000000900000009000000080000000800000008000000080000000800000008000000080000000D0000000800000013000000100000000A000000DA39A3EE5E6B4B0D3255BFEF95601890AFD807090000000000000000000000000000000000000000, ShaderCompilation=957.183044, RunGuid=RunID072A143E4E92371944DCB7B6221C7373
MaterialTransactionId0DEC851C44FFE87337F7E58E24C427EE_6, CacheKey=MATSM_4F0644619F9C48FF91E0D494C95EB050_PCD3D_SM5_5__BC5N_DEV_SL_NoDBuf_EARLYZ3C6A6E11C48D2F778B2C7D6A2BFF88DD7_Num_SM5__0___TBasePassVSFNoLightMapPolicyAtmosphericFog8B18AAF8F9198748E9489BA6EBEFA581D907D7CD2094224222222222222222222222224222222222222222222222222222222222222222222424444444440222222222222222222222244442222222222222222222222222222221240222224222222222222222222222222222222222222222222222222222222000044040000001400000014000000140000001400000014000000_TBasePassVSFNoLightMapPolicy8B18AAF8F9198748E9489BA6EBEFA581D907D7CD2094224222222222222222222222224222222222222222222222222222222222222222222424444444440222222222222222222222244442222222222222222222222222222221240222224222222222222222222222222222222222222222222222222222222000044040000001400000014000000140000001400000014000000_TBasePassPSFNoLightMapPolicy8B95D470BB4BF92A5C22A48B60B9DA18A2BE42522144224222222222222222222222224222222222222222222222222222222222222222222424444444440222222222222222222222244442222222222222222222222222222221240222224222222222222222222222222222222222222222222222222222222222202004044001400000014000000140000001400000014000000_FLocalVertexFactory5897CEF715AB93237703E35F9ABEBB43E8E477D34224200000000058000040404040404040404040434343444443434343404040404040404040404343434040404044040404040404040404040404343434444434343434040404040404040404043434340404016101010101000424244444444444444424141414341414141413131414141444341444044444444444444414141414141414141434143414141414141414141414131314444414241444444414101010004443414341414141444444434341434444444404444444444444444444444444444444444444444444444444444444444444444444444444404010101010101010101010101010101010101010101010101210443434343444144444444444444440101010101010101010101010101301434143424141414244414130331313141444444440000250000001000000010000000100000001000000010000000100000001000000010000000100000001000000010000000100000001000000010000000100000001000000010000000100000001000000010000000100000001000000010000000100000001000000025000000100000001000000010000000100000001000000010000000100000001000000010000000100000001000000010000000100000001000000010000000100000001000000010000000100000001000000010000000100000001000000010000000100000000800000008000000080000000800000008000000080000004900000010000000090000000800000010000000100000001000000026000000180000000900000009000000090000000900000009000000090000000900000009000000090000000900000009000000090000000900000009000000090000000900000009000000090000000800000008000000080000000800000008000000080000001C00000009000000090000000900000009000000090000000900000009000000080000000800000008000000080000000800000008000000080000000D00000008000000DA39A3EE5E6B4B0D3255BFEF95601890AFD807090000000000000000000000000000000000000000, ShaderCompilation=1024.791138, RunGuid=RunID072A143E4E92371944DCB7B6221C7373
