CookerStat, GenerateAssetRegistry=0.014901, Initialize=0.079490, RunGuid=RunIDDDEEC5CF409DDBF89400A2936BAE647C
SavePackageTransactionId83F69ED6455921B833C1E8937AC8EA9E_0, Filename=../../../../../../Documents/Developer/Unreal Engine Projects/Under Development/Bouturon/Content/Geometry/Mannequin/Character/Mesh/SK_Mannequin_Skeleton.uasset, AutoPackageBackupDelegate=0.055816, FlushAsyncLoading=0.002924, FlushStreamingFunc=0.097897, BlockTillAllRequestsFinished=0.004385, ResetLoadersForSaveUnMarkAllObjects=0.075981, TagPackageExports=0.020456, BeginCacheForCookedPlatformData=0.000875, SerializeImports=0.228237, GatherLocalizableTextData=0.072770, MarkNames=0.004090, SerializeSummary=0.009645, SerializeNames=0.043251, SerializeGatherableTextData=0.000875, BuildExportMap=0.007600, SortExportsNonSeekfree=0.003505, SortExportsSeekfreeConstructor=0.040621, SortExportsSeekfreeInner=0.057865, SortExportsSeekfree=0.001170, BuildDependencyMap=0.004675, SerializeImportMap=0.004385, SerializeExportMap=0.002336, SerializeDependencyMap=0.000879, SerializeStringAssetReferenceMap=0.001170, SaveThumbNailsAssetRegistryDataWorldLevelInfo=0.020746, SerializeExports=0.241976, SerializeBulkData=0.007596, MoveFile=1.848992, UnaccountedTime=0.591781, RunGuid=RunIDDDEEC5CF409DDBF89400A2936BAE647C
SavePackageTransactionId83F69ED6455921B833C1E8937AC8EA9E_17, Filename=../../../../../../Documents/Developer/Unreal Engine Projects/Under Development/Bouturon/Content/Geometry/Mannequin/Character/Materials/MaterialLayers/ML_SoftMetal_UE4.uasset, AutoPackageBackupDelegate=0.050850, FlushAsyncLoading=0.001460, FlushStreamingFunc=0.032146, BlockTillAllRequestsFinished=0.003509, ResetLoadersForSaveUnMarkAllObjects=0.057276, TagPackageExports=0.059035, BeginCacheForCookedPlatformData=0.000875, SerializeImports=0.274703, GatherLocalizableTextData=0.743162, MarkNames=0.007600, SerializeSummary=0.005845, SerializeNames=0.042666, SerializeGatherableTextData=0.053771, BuildExportMap=0.029810, SortExportsNonSeekfree=0.030100, SortExportsSeekfreeConstructor=0.004385, SortExportsSeekfreeInner=0.266813, SortExportsSeekfree=0.001460, BuildDependencyMap=0.008475, SerializeImportMap=0.004090, SerializeExportMap=0.005260, SerializeDependencyMap=0.001170, SerializeStringAssetReferenceMap=0.001170, SaveThumbNailsAssetRegistryDataWorldLevelInfo=6.776999, SerializeExports=0.357408, SerializeBulkData=0.002924, MoveFile=2.380278, UnaccountedTime=0.592660, RunGuid=RunIDDDEEC5CF409DDBF89400A2936BAE647C
SavePackageTransactionId83F69ED6455921B833C1E8937AC8EA9E_18, Filename=../../../../../../Documents/Developer/Unreal Engine Projects/Under Development/Bouturon/Content/Geometry/Mannequin/Character/Textures/T_UE4_Mannequin_Mobile_M.uasset, AutoPackageBackupDelegate=0.047635, FlushAsyncLoading=0.001755, FlushStreamingFunc=0.031851, BlockTillAllRequestsFinished=0.003509, ResetLoadersForSaveUnMarkAllObjects=0.056986, TagPackageExports=0.013445, BeginCacheForCookedPlatformData=0.000875, SerializeImports=0.213332, GatherLocalizableTextData=0.036530, MarkNames=0.002924, SerializeSummary=0.006136, SerializeNames=0.015195, SerializeGatherableTextData=0.000879, BuildExportMap=0.007890, SortExportsNonSeekfree=0.003796, SortExportsSeekfreeConstructor=0.004385, SortExportsSeekfreeInner=0.079781, SortExportsSeekfree=0.001460, BuildDependencyMap=0.003215, SerializeImportMap=0.005260, SerializeExportMap=0.002924, SerializeDependencyMap=0.000875, SerializeStringAssetReferenceMap=0.000875, SaveThumbNailsAssetRegistryDataWorldLevelInfo=4.915155, SerializeExports=0.053186, SerializeBulkData=3.370967, MoveFile=2.197046, UnaccountedTime=0.651691, RunGuid=RunIDDDEEC5CF409DDBF89400A2936BAE647C
SavePackageTransactionId83F69ED6455921B833C1E8937AC8EA9E_19, Filename=../../../../../../Documents/Developer/Unreal Engine Projects/Under Development/Bouturon/Content/Geometry/Mannequin/Character/Textures/T_UE4_Mannequin_Mobile_N.uasset, AutoPackageBackupDelegate=0.047930, FlushAsyncLoading=0.001751, FlushStreamingFunc=0.029810, BlockTillAllRequestsFinished=0.003215, ResetLoadersForSaveUnMarkAllObjects=0.057276, TagPackageExports=0.013445, BeginCacheForCookedPlatformData=0.000585, SerializeImports=0.247817, GatherLocalizableTextData=0.039160, MarkNames=0.002921, SerializeSummary=0.006139, SerializeNames=0.021331, SerializeGatherableTextData=0.000585, BuildExportMap=0.008184, SortExportsNonSeekfree=0.003505, SortExportsSeekfreeConstructor=0.004675, SortExportsSeekfreeInner=0.073060, SortExportsSeekfree=0.001170, BuildDependencyMap=0.003505, SerializeImportMap=0.008181, SerializeExportMap=0.003800, SerializeDependencyMap=0.000875, SerializeStringAssetReferenceMap=0.001460, SaveThumbNailsAssetRegistryDataWorldLevelInfo=5.357895, SerializeExports=0.055231, SerializeBulkData=13.007813, MoveFile=2.306346, UnaccountedTime=0.569861, RunGuid=RunIDDDEEC5CF409DDBF89400A2936BAE647C
SavePackageTransactionId83F69ED6455921B833C1E8937AC8EA9E_20, Filename=../../../../../../Documents/Developer/Unreal Engine Projects/Under Development/Bouturon/Content/Geometry/Mannequin/Character/Materials/M_UE4Man_Body.uasset, AutoPackageBackupDelegate=0.047635, FlushAsyncLoading=0.001755, FlushStreamingFunc=0.029806, BlockTillAllRequestsFinished=0.003509, ResetLoadersForSaveUnMarkAllObjects=0.058156, TagPackageExports=0.090301, BeginCacheForCookedPlatformData=0.000585, SerializeImports=0.336073, GatherLocalizableTextData=1.145281, MarkNames=0.009645, SerializeSummary=0.006430, SerializeNames=0.057276, SerializeGatherableTextData=0.069261, BuildExportMap=0.045884, SortExportsNonSeekfree=0.055231, SortExportsSeekfreeConstructor=0.006430, SortExportsSeekfreeInner=0.405628, SortExportsSeekfree=0.002045, BuildDependencyMap=0.009350, SerializeImportMap=0.007015, SerializeExportMap=0.004675, SerializeDependencyMap=0.001460, SerializeStringAssetReferenceMap=0.000879, SaveThumbNailsAssetRegistryDataWorldLevelInfo=6.865550, SerializeExports=1.223601, SerializeBulkData=0.004090, MoveFile=2.345793, UnaccountedTime=0.603765, RunGuid=RunIDDDEEC5CF409DDBF89400A2936BAE647C
SavePackageTransactionId83F69ED6455921B833C1E8937AC8EA9E_21, Filename=../../../../../../Documents/Developer/Unreal Engine Projects/Under Development/Bouturon/Content/Geometry/Mannequin/Character/Textures/UE4Man_Logo_N.uasset, AutoPackageBackupDelegate=0.051726, FlushAsyncLoading=0.002045, FlushStreamingFunc=0.035945, BlockTillAllRequestsFinished=0.003800, ResetLoadersForSaveUnMarkAllObjects=0.063710, TagPackageExports=0.013735, BeginCacheForCookedPlatformData=0.000585, SerializeImports=0.215672, GatherLocalizableTextData=0.035360, MarkNames=0.002630, SerializeSummary=0.005554, SerializeNames=0.018995, SerializeGatherableTextData=0.000585, BuildExportMap=0.009350, SortExportsNonSeekfree=0.003505, SortExportsSeekfreeConstructor=0.004385, SortExportsSeekfreeInner=0.074230, SortExportsSeekfree=0.001460, BuildDependencyMap=0.003215, SerializeImportMap=0.006136, SerializeExportMap=0.003215, SerializeDependencyMap=0.000585, SerializeStringAssetReferenceMap=0.000875, SaveThumbNailsAssetRegistryDataWorldLevelInfo=3.154419, SerializeExports=0.079196, SerializeBulkData=3.441688, MoveFile=2.410382, UnaccountedTime=0.633571, RunGuid=RunIDDDEEC5CF409DDBF89400A2936BAE647C
SavePackageTransactionId83F69ED6455921B833C1E8937AC8EA9E_22, Filename=../../../../../../Documents/Developer/Unreal Engine Projects/Under Development/Bouturon/Content/Geometry/Mannequin/Character/Materials/M_UE4Man_ChestLogo.uasset, AutoPackageBackupDelegate=0.050265, FlushAsyncLoading=0.001751, FlushStreamingFunc=0.033315, BlockTillAllRequestsFinished=0.002630, ResetLoadersForSaveUnMarkAllObjects=0.054359, TagPackageExports=0.011981, BeginCacheForCookedPlatformData=0.000875, SerializeImports=0.216551, GatherLocalizableTextData=0.044420, MarkNames=0.003800, SerializeSummary=0.006426, SerializeNames=0.024550, SerializeGatherableTextData=0.000585, BuildExportMap=0.012565, SortExportsNonSeekfree=0.004675, SortExportsSeekfreeConstructor=0.006720, SortExportsSeekfreeInner=0.240512, SortExportsSeekfree=0.002049, BuildDependencyMap=0.003796, SerializeImportMap=0.003800, SerializeExportMap=0.002921, SerializeDependencyMap=0.000875, SerializeStringAssetReferenceMap=0.000879, SaveThumbNailsAssetRegistryDataWorldLevelInfo=6.287795, SerializeExports=0.065755, SerializeBulkData=0.002336, MoveFile=2.404537, UnaccountedTime=0.581846, RunGuid=RunIDDDEEC5CF409DDBF89400A2936BAE647C
SavePackageTransactionId83F69ED6455921B833C1E8937AC8EA9E_23, Filename=../../../../../../Documents/Developer/Unreal Engine Projects/Under Development/Bouturon/Content/Geometry/Mannequin/Character/Mesh/SK_Mannequin.uasset, AutoPackageBackupDelegate=0.050265, FlushAsyncLoading=0.001751, FlushStreamingFunc=0.032440, BlockTillAllRequestsFinished=0.003505, ResetLoadersForSaveUnMarkAllObjects=0.060495, TagPackageExports=1.063455, BeginCacheForCookedPlatformData=0.001170, SerializeImports=1.270942, GatherLocalizableTextData=0.309482, MarkNames=0.006136, SerializeSummary=0.007890, SerializeNames=0.064295, SerializeGatherableTextData=0.000875, BuildExportMap=0.016656, SortExportsNonSeekfree=0.004385, SortExportsSeekfreeConstructor=0.004675, SortExportsSeekfreeInner=1.371473, SortExportsSeekfree=0.003215, BuildDependencyMap=0.006139, SerializeImportMap=0.005260, SerializeExportMap=0.005845, SerializeDependencyMap=0.000581, SerializeStringAssetReferenceMap=0.001170, SaveThumbNailsAssetRegistryDataWorldLevelInfo=6.133203, SerializeExports=4.039608, SerializeBulkData=0.078026, MoveFile=2.343457, UnaccountedTime=0.596750, RunGuid=RunIDDDEEC5CF409DDBF89400A2936BAE647C
SavePackageTransactionId83F69ED6455921B833C1E8937AC8EA9E_24, Filename=../../../../../../Documents/Developer/Unreal Engine Projects/Under Development/Bouturon/Content/Geometry/Mannequin/Animations/ThirdPerson_Jump.uasset, AutoPackageBackupDelegate=0.051435, FlushAsyncLoading=0.001755, FlushStreamingFunc=0.027470, BlockTillAllRequestsFinished=0.003505, ResetLoadersForSaveUnMarkAllObjects=0.060786, TagPackageExports=0.043545, BeginCacheForCookedPlatformData=0.000875, SerializeImports=0.255123, GatherLocalizableTextData=0.299837, MarkNames=0.004090, SerializeSummary=0.006139, SerializeNames=0.050265, SerializeGatherableTextData=0.000875, BuildExportMap=0.012565, SortExportsNonSeekfree=0.006136, SortExportsSeekfreeConstructor=0.004679, SortExportsSeekfreeInner=0.224728, SortExportsSeekfree=0.001755, BuildDependencyMap=0.005260, SerializeImportMap=0.004970, SerializeExportMap=0.003505, SerializeDependencyMap=0.000875, SerializeStringAssetReferenceMap=0.000879, SaveThumbNailsAssetRegistryDataWorldLevelInfo=6.225549, SerializeExports=0.280548, SerializeBulkData=0.003505, MoveFile=2.388463, UnaccountedTime=0.737026, RunGuid=RunIDDDEEC5CF409DDBF89400A2936BAE647C
SavePackageTransactionId83F69ED6455921B833C1E8937AC8EA9E_25, Filename=../../../../../../Documents/Developer/Unreal Engine Projects/Under Development/Bouturon/Content/Geometry/Mannequin/Character/Mesh/SK_Mannequin_PhysicsAsset.uasset, AutoPackageBackupDelegate=0.051141, FlushAsyncLoading=0.002045, FlushStreamingFunc=0.044130, BlockTillAllRequestsFinished=0.003505, ResetLoadersForSaveUnMarkAllObjects=0.064876, TagPackageExports=0.006720, BeginCacheForCookedPlatformData=0.000875, SerializeImports=0.207491, GatherLocalizableTextData=0.010230, MarkNames=0.002630, SerializeSummary=0.005551, SerializeNames=0.007600, SerializeGatherableTextData=0.000875, BuildExportMap=0.006430, SortExportsNonSeekfree=0.002921, SortExportsSeekfreeConstructor=0.004675, SortExportsSeekfreeInner=0.017829, SortExportsSeekfree=0.001170, BuildDependencyMap=0.002921, SerializeImportMap=0.002921, SerializeExportMap=0.002339, SerializeDependencyMap=0.000585, SerializeStringAssetReferenceMap=0.001170, SaveThumbNailsAssetRegistryDataWorldLevelInfo=0.017241, SerializeExports=0.048220, SerializeBulkData=0.002630, MoveFile=1.942214, UnaccountedTime=0.612825, RunGuid=RunIDDDEEC5CF409DDBF89400A2936BAE647C
SavePackageTransactionId83F69ED6455921B833C1E8937AC8EA9E_26, Filename=../../../../../../Documents/Developer/Unreal Engine Projects/Under Development/Bouturon/Content/Blueprints/RunCharacter.uasset, AutoPackageBackupDelegate=3.150035, FlushAsyncLoading=0.006430, FlushStreamingFunc=0.028640, BlockTillAllRequestsFinished=0.003215, ResetLoadersForSaveUnMarkAllObjects=0.202227, TagPackageExports=12.814641, BeginCacheForCookedPlatformData=0.003800, SerializeImports=13.062168, GatherLocalizableTextData=11.394657, MarkNames=0.136476, SerializeSummary=0.011981, SerializeNames=0.227947, SerializeGatherableTextData=0.137936, BuildExportMap=0.201352, SortExportsNonSeekfree=2.093595, SortExportsSeekfreeConstructor=0.045005, SortExportsSeekfreeInner=19.045450, SortExportsSeekfree=0.005551, BuildDependencyMap=0.119820, SerializeImportMap=0.015490, SerializeExportMap=0.070721, SerializeDependencyMap=0.015784, SerializeStringAssetReferenceMap=0.001751, SaveThumbNailsAssetRegistryDataWorldLevelInfo=7.436294, SerializeExports=16.872660, SerializeBulkData=0.006720, MoveFile=2.244972, UnaccountedTime=0.138521, RunGuid=RunIDDDEEC5CF409DDBF89400A2936BAE647C
SavePackageTransactionId83F69ED6455921B833C1E8937AC8EA9E_27, Filename=../../../../../../Documents/Developer/Unreal Engine Projects/Under Development/Bouturon/Content/Blueprints/RunCharacter.uasset, AutoPackageBackupDelegate=0.790209, FlushAsyncLoading=0.002049, FlushStreamingFunc=0.035651, BlockTillAllRequestsFinished=0.003215, ResetLoadersForSaveUnMarkAllObjects=0.057571, TagPackageExports=13.069473, BeginCacheForCookedPlatformData=0.003800, SerializeImports=13.783995, GatherLocalizableTextData=11.747096, MarkNames=0.080366, SerializeSummary=0.010230, SerializeNames=0.233788, SerializeGatherableTextData=0.116020, BuildExportMap=0.203103, SortExportsNonSeekfree=2.078399, SortExportsSeekfreeConstructor=0.007015, SortExportsSeekfreeInner=18.651512, SortExportsSeekfree=0.004679, BuildDependencyMap=0.186738, SerializeImportMap=0.015195, SerializeExportMap=0.070725, SerializeDependencyMap=0.015490, SerializeStringAssetReferenceMap=0.001755, SaveThumbNailsAssetRegistryDataWorldLevelInfo=1.848403, SerializeExports=16.382284, SerializeBulkData=0.006430, MoveFile=2.271567, UnaccountedTime=0.134427, RunGuid=RunIDDDEEC5CF409DDBF89400A2936BAE647C
DDCTransactionId1B147D9D4B62AD13DA7D869509034F95_0, PutCachedData=, CacheKey=MATSM_4F0644619F9C48FF91E0D494C95EB050_PCD3D_SM5_5__BC5N_DEV_SL_NoDBuf_EARLYZ3__5C01AB2DAEF3817B375D31AB77390599CF87F297, StartTime=2016.05.31-16.17.08, HierarchicalDDC=, DataSize=162347, Duration=3.015604, RunGuid=RunIDDDEEC5CF409DDBF89400A2936BAE647C
DDCTransactionIdD5825BB34816D03E65AFE2AEBD7A1BB7_0, PutCachedData=, CacheKey=MATSM_4F0644619F9C48FF91E0D494C95EB050_PCD3D_SM5_5__BC5N_DEV_SL_NoDBuf_EARLYZ3__C5BAAEF8CF0137677F933065F6DF6329BD0D56F1, StartTime=2016.05.31-16.17.10, HierarchicalDDC=, DataSize=154261, Duration=2.850201, RunGuid=RunIDDDEEC5CF409DDBF89400A2936BAE647C
DDCTransactionId1B147D9D4B62AD13DA7D869509034F95_1, PutCachedData=, CacheKey=MATSM_4F0644619F9C48FF91E0D494C95EB050_PCD3D_SM5_5__BC5N_DEV_SL_NoDBuf_EARLYZ3__129C25A827B993E6946ADD4E6B78EC186A7E3955, StartTime=2016.05.31-16.17.12, HierarchicalDDC=, DataSize=154261, Duration=3.029339, RunGuid=RunIDDDEEC5CF409DDBF89400A2936BAE647C
DDCTransactionIdD5825BB34816D03E65AFE2AEBD7A1BB7_1, PutCachedData=, CacheKey=MATSM_4F0644619F9C48FF91E0D494C95EB050_PCD3D_SM5_5__BC5N_DEV_SL_NoDBuf_EARLYZ3__2FD86038D1CBC2DBFC181516F553DB57B4F83436, StartTime=2016.05.31-16.17.13, HierarchicalDDC=, DataSize=161687, Duration=3.394932, RunGuid=RunIDDDEEC5CF409DDBF89400A2936BAE647C
SavePackageTransactionId83F69ED6455921B833C1E8937AC8EA9E_28, Filename=../../../../../../Documents/Developer/Unreal Engine Projects/Under Development/Bouturon/Content/Geometry/Meshes/Bump_StaticMesh.uasset, AutoPackageBackupDelegate=0.045590, FlushAsyncLoading=0.002045, FlushStreamingFunc=0.040036, BlockTillAllRequestsFinished=0.003800, ResetLoadersForSaveUnMarkAllObjects=0.079196, TagPackageExports=0.021040, BeginCacheForCookedPlatformData=0.000875, SerializeImports=0.225022, GatherLocalizableTextData=0.125956, MarkNames=0.004675, SerializeSummary=0.006139, SerializeNames=0.042371, SerializeGatherableTextData=0.000585, BuildExportMap=0.012860, SortExportsNonSeekfree=0.005845, SortExportsSeekfreeConstructor=0.004675, SortExportsSeekfreeInner=0.341043, SortExportsSeekfree=0.001460, BuildDependencyMap=0.004675, SerializeImportMap=0.004381, SerializeExportMap=0.002924, SerializeDependencyMap=0.000879, SerializeStringAssetReferenceMap=0.000875, SaveThumbNailsAssetRegistryDataWorldLevelInfo=5.938571, SerializeExports=0.135891, SerializeBulkData=0.009060, MoveFile=2.133340, UnaccountedTime=1.645885, RunGuid=RunIDDDEEC5CF409DDBF89400A2936BAE647C
SavePackageTransactionId83F69ED6455921B833C1E8937AC8EA9E_29, Filename=../../../../../../Documents/Developer/Unreal Engine Projects/Under Development/Bouturon/Content/ThirdPerson/Meshes/Bump_StaticMesh.uasset, AutoPackageBackupDelegate=2.651185, FlushAsyncLoading=0.005260, FlushStreamingFunc=0.079196, BlockTillAllRequestsFinished=0.003800, ResetLoadersForSaveUnMarkAllObjects=0.071306, TagPackageExports=0.003509, BeginCacheForCookedPlatformData=0.000585, SerializeImports=0.193752, GatherLocalizableTextData=0.006430, MarkNames=0.002921, SerializeSummary=0.005554, SerializeNames=0.007011, SerializeGatherableTextData=0.000879, BuildExportMap=0.007596, SortExportsNonSeekfree=0.002630, SortExportsSeekfreeConstructor=0.004679, SortExportsSeekfreeInner=0.076566, SortExportsSeekfree=0.001460, BuildDependencyMap=0.002921, SerializeImportMap=0.035945, SerializeExportMap=0.004966, SerializeDependencyMap=0.000875, SerializeStringAssetReferenceMap=0.000875, SaveThumbNailsAssetRegistryDataWorldLevelInfo=0.016075, SerializeExports=0.003215, SerializeBulkData=0.001755, MoveFile=2.843477, UnaccountedTime=0.726506, RunGuid=RunIDDDEEC5CF409DDBF89400A2936BAE647C
SavePackageTransactionId83F69ED6455921B833C1E8937AC8EA9E_30, Filename=../../../../../../Documents/Developer/Unreal Engine Projects/Under Development/Bouturon/Content/Geometry/Meshes/LeftArm_StaticMesh.uasset, AutoPackageBackupDelegate=0.046466, FlushAsyncLoading=0.002045, FlushStreamingFunc=0.101406, BlockTillAllRequestsFinished=0.003505, ResetLoadersForSaveUnMarkAllObjects=0.066631, TagPackageExports=0.020456, BeginCacheForCookedPlatformData=0.000875, SerializeImports=0.214797, GatherLocalizableTextData=0.113681, MarkNames=0.004675, SerializeSummary=0.005845, SerializeNames=0.042081, SerializeGatherableTextData=0.000879, BuildExportMap=0.012856, SortExportsNonSeekfree=0.006139, SortExportsSeekfreeConstructor=0.004675, SortExportsSeekfreeInner=0.329353, SortExportsSeekfree=0.001751, BuildDependencyMap=0.004679, SerializeImportMap=0.003505, SerializeExportMap=0.003215, SerializeDependencyMap=0.000875, SerializeStringAssetReferenceMap=0.000879, SaveThumbNailsAssetRegistryDataWorldLevelInfo=5.707704, SerializeExports=0.134721, SerializeBulkData=0.007890, MoveFile=2.112005, UnaccountedTime=0.676241, RunGuid=RunIDDDEEC5CF409DDBF89400A2936BAE647C
SavePackageTransactionId83F69ED6455921B833C1E8937AC8EA9E_31, Filename=../../../../../../Documents/Developer/Unreal Engine Projects/Under Development/Bouturon/Content/ThirdPerson/Meshes/LeftArm_StaticMesh.uasset, AutoPackageBackupDelegate=2.728626, FlushAsyncLoading=0.004675, FlushStreamingFunc=0.129756, BlockTillAllRequestsFinished=0.003796, ResetLoadersForSaveUnMarkAllObjects=0.071015, TagPackageExports=0.003509, BeginCacheForCookedPlatformData=0.000875, SerializeImports=0.187907, GatherLocalizableTextData=0.006724, MarkNames=0.002921, SerializeSummary=0.004970, SerializeNames=0.007305, SerializeGatherableTextData=0.000875, BuildExportMap=0.007305, SortExportsNonSeekfree=0.002924, SortExportsSeekfreeConstructor=0.004966, SortExportsSeekfreeInner=0.074521, SortExportsSeekfree=0.001464, BuildDependencyMap=0.002921, SerializeImportMap=0.035070, SerializeExportMap=0.004970, SerializeDependencyMap=0.000581, SerializeStringAssetReferenceMap=0.001170, SaveThumbNailsAssetRegistryDataWorldLevelInfo=0.016365, SerializeExports=0.002924, SerializeBulkData=0.001751, MoveFile=1.819473, UnaccountedTime=0.643510, RunGuid=RunIDDDEEC5CF409DDBF89400A2936BAE647C
SavePackageTransactionId83F69ED6455921B833C1E8937AC8EA9E_32, Filename=../../../../../../Documents/Developer/Unreal Engine Projects/Under Development/Bouturon/Content/Geometry/Meshes/Linear_Stair_StaticMesh.uasset, AutoPackageBackupDelegate=0.047635, FlushAsyncLoading=0.001755, FlushStreamingFunc=0.205737, BlockTillAllRequestsFinished=0.003215, ResetLoadersForSaveUnMarkAllObjects=0.065167, TagPackageExports=0.020456, BeginCacheForCookedPlatformData=0.000875, SerializeImports=0.210997, GatherLocalizableTextData=0.118066, MarkNames=0.004385, SerializeSummary=0.005551, SerializeNames=0.042375, SerializeGatherableTextData=0.000585, BuildExportMap=0.012856, SortExportsNonSeekfree=0.005845, SortExportsSeekfreeConstructor=0.004385, SortExportsSeekfreeInner=0.332568, SortExportsSeekfree=0.001755, BuildDependencyMap=0.004675, SerializeImportMap=0.004385, SerializeExportMap=0.002924, SerializeDependencyMap=0.000879, SerializeStringAssetReferenceMap=0.000875, SaveThumbNailsAssetRegistryDataWorldLevelInfo=5.708288, SerializeExports=0.132091, SerializeBulkData=0.011396, MoveFile=2.139475, UnaccountedTime=0.671562, RunGuid=RunIDDDEEC5CF409DDBF89400A2936BAE647C
SavePackageTransactionId83F69ED6455921B833C1E8937AC8EA9E_33, Filename=../../../../../../Documents/Developer/Unreal Engine Projects/Under Development/Bouturon/Content/ThirdPerson/Meshes/Linear_Stair_StaticMesh.uasset, AutoPackageBackupDelegate=3.107660, FlushAsyncLoading=0.005260, FlushStreamingFunc=0.137351, BlockTillAllRequestsFinished=0.003509, ResetLoadersForSaveUnMarkAllObjects=0.071306, TagPackageExports=0.003800, BeginCacheForCookedPlatformData=0.000581, SerializeImports=0.189371, GatherLocalizableTextData=0.006430, MarkNames=0.002921, SerializeSummary=0.005554, SerializeNames=0.007015, SerializeGatherableTextData=0.000585, BuildExportMap=0.007596, SortExportsNonSeekfree=0.002630, SortExportsSeekfreeConstructor=0.004675, SortExportsSeekfreeInner=0.075106, SortExportsSeekfree=0.001464, BuildDependencyMap=0.002921, SerializeImportMap=0.034776, SerializeExportMap=0.004966, SerializeDependencyMap=0.000585, SerializeStringAssetReferenceMap=0.000875, SaveThumbNailsAssetRegistryDataWorldLevelInfo=0.016365, SerializeExports=0.003215, SerializeBulkData=0.002924, MoveFile=1.828536, UnaccountedTime=0.664257, RunGuid=RunIDDDEEC5CF409DDBF89400A2936BAE647C
SavePackageTransactionId83F69ED6455921B833C1E8937AC8EA9E_34, Filename=../../../../../../Documents/Developer/Unreal Engine Projects/Under Development/Bouturon/Content/Geometry/Meshes/Ramp_StaticMesh.uasset, AutoPackageBackupDelegate=0.046466, FlushAsyncLoading=0.002045, FlushStreamingFunc=0.170667, BlockTillAllRequestsFinished=0.003215, ResetLoadersForSaveUnMarkAllObjects=0.067506, TagPackageExports=0.021040, BeginCacheForCookedPlatformData=0.000585, SerializeImports=0.217427, GatherLocalizableTextData=0.113681, MarkNames=0.004966, SerializeSummary=0.005845, SerializeNames=0.044420, SerializeGatherableTextData=0.000585, BuildExportMap=0.012860, SortExportsNonSeekfree=0.005845, SortExportsSeekfreeConstructor=0.004381, SortExportsSeekfreeInner=0.331398, SortExportsSeekfree=0.001755, BuildDependencyMap=0.004970, SerializeImportMap=0.003800, SerializeExportMap=0.002924, SerializeDependencyMap=0.000875, SerializeStringAssetReferenceMap=0.000879, SaveThumbNailsAssetRegistryDataWorldLevelInfo=5.819335, SerializeExports=0.137061, SerializeBulkData=0.007596, MoveFile=2.271272, UnaccountedTime=0.699326, RunGuid=RunIDDDEEC5CF409DDBF89400A2936BAE647C
SavePackageTransactionId83F69ED6455921B833C1E8937AC8EA9E_35, Filename=../../../../../../Documents/Developer/Unreal Engine Projects/Under Development/Bouturon/Content/ThirdPerson/Meshes/Ramp_StaticMesh.uasset, AutoPackageBackupDelegate=2.734471, FlushAsyncLoading=0.004970, FlushStreamingFunc=0.068966, BlockTillAllRequestsFinished=0.003509, ResetLoadersForSaveUnMarkAllObjects=0.070721, TagPackageExports=0.003800, BeginCacheForCookedPlatformData=0.000585, SerializeImports=0.188783, GatherLocalizableTextData=0.006430, MarkNames=0.003215, SerializeSummary=0.005260, SerializeNames=0.007305, SerializeGatherableTextData=0.000879, BuildExportMap=0.007890, SortExportsNonSeekfree=0.002630, SortExportsSeekfreeConstructor=0.004966, SortExportsSeekfreeInner=0.075106, SortExportsSeekfree=0.001170, BuildDependencyMap=0.003215, SerializeImportMap=0.034776, SerializeExportMap=0.004970, SerializeDependencyMap=0.000875, SerializeStringAssetReferenceMap=0.000879, SaveThumbNailsAssetRegistryDataWorldLevelInfo=0.016071, SerializeExports=0.003215, SerializeBulkData=0.001755, MoveFile=1.763362, UnaccountedTime=0.685886, RunGuid=RunIDDDEEC5CF409DDBF89400A2936BAE647C
SavePackageTransactionId83F69ED6455921B833C1E8937AC8EA9E_36, Filename=../../../../../../Documents/Developer/Unreal Engine Projects/Under Development/Bouturon/Content/Geometry/Meshes/RampMaterial.uasset, AutoPackageBackupDelegate=0.046466, FlushAsyncLoading=0.002045, FlushStreamingFunc=0.187907, BlockTillAllRequestsFinished=0.003215, ResetLoadersForSaveUnMarkAllObjects=0.064880, TagPackageExports=0.019580, BeginCacheForCookedPlatformData=0.000875, SerializeImports=0.209827, GatherLocalizableTextData=0.175346, MarkNames=0.003796, SerializeSummary=0.005845, SerializeNames=0.017535, SerializeGatherableTextData=0.003509, BuildExportMap=0.012271, SortExportsNonSeekfree=0.005845, SortExportsSeekfreeConstructor=0.004385, SortExportsSeekfreeInner=0.188492, SortExportsSeekfree=0.001464, BuildDependencyMap=0.004675, SerializeImportMap=0.002634, SerializeExportMap=0.002921, SerializeDependencyMap=0.000879, SerializeStringAssetReferenceMap=0.000875, SaveThumbNailsAssetRegistryDataWorldLevelInfo=6.127067, SerializeExports=0.066921, SerializeBulkData=0.002336, MoveFile=2.139475, UnaccountedTime=0.703126, RunGuid=RunIDDDEEC5CF409DDBF89400A2936BAE647C
